Suburb,Price,Date,Dayofweek
Fitzroy North,870000,3/09/2016,Saturday
Fitzroy North,1116000,3/09/2016,Saturday
Fitzroy North,1450000,3/09/2016,Saturday
Fitzroy North,930000,3/09/2016,Saturday
Flemington,865500,3/09/2016,Saturday
Footscray,585000,3/09/2016,Saturday
Footscray,85000,3/09/2016,Saturday
Glenroy,610000,3/09/2016,Saturday
Gowanbrae,631000,3/09/2016,Saturday
Gowanbrae,532000,3/09/2016,Saturday
Hadfield,605000,3/09/2016,Saturday
Hadfield,685500,3/09/2016,Saturday
Hampton,895000,3/09/2016,Saturday
Hampton,587000,3/09/2016,Saturday
Hampton,2800000,3/09/2016,Saturday
Hampton,720000,3/09/2016,Saturday
Hampton,3250000,3/09/2016,Saturday
Hughesdale,1550000,3/09/2016,Saturday
Hughesdale,516000,3/09/2016,Saturday
Keilor East,703000,3/09/2016,Saturday
Keilor East,650000,3/09/2016,Saturday
Kensington,785000,3/09/2016,Saturday
Kensington,852000,3/09/2016,Saturday
Kensington,1037000,3/09/2016,Saturday
Maidstone,670000,3/09/2016,Saturday
Maidstone,615000,3/09/2016,Saturday
Maidstone,715000,3/09/2016,Saturday
Maidstone,826000,3/09/2016,Saturday
Malvern East,1490000,3/09/2016,Saturday
Malvern East,1210000,3/09/2016,Saturday
Malvern East,1300000,3/09/2016,Saturday
Malvern East,1675000,3/09/2016,Saturday
Middle Park,2600000,3/09/2016,Saturday
Moonee Ponds,670000,3/09/2016,Saturday
Newport,1025000,3/09/2016,Saturday
Newport,826000,3/09/2016,Saturday
Niddrie,830000,3/09/2016,Saturday
Niddrie,780000,3/09/2016,Saturday
North Melbourne,2920000,3/09/2016,Saturday
North Melbourne,1635000,3/09/2016,Saturday
North Melbourne,491000,3/09/2016,Saturday
Northcote,1286000,3/09/2016,Saturday
Northcote,1200000,3/09/2016,Saturday
Northcote,1382500,3/09/2016,Saturday
Northcote,630000,3/09/2016,Saturday
Northcote,1600000,3/09/2016,Saturday
Oak Park,892000,3/09/2016,Saturday
Oak Park,592000,3/09/2016,Saturday
Parkville,1230000,3/09/2016,Saturday
Pascoe Vale,1120000,3/09/2016,Saturday
Pascoe Vale,770000,3/09/2016,Saturday
Port Melbourne,1100000,3/09/2016,Saturday
Prahran,650000,3/09/2016,Saturday
Prahran,342000,3/09/2016,Saturday
Prahran,950000,3/09/2016,Saturday
Prahran,781000,3/09/2016,Saturday
Preston,1250000,3/09/2016,Saturday
Preston,855000,3/09/2016,Saturday
Preston,930000,3/09/2016,Saturday
Preston,900000,3/09/2016,Saturday
Preston,1004000,3/09/2016,Saturday
Preston,930000,3/09/2016,Saturday
Reservoir,475000,3/09/2016,Saturday
Reservoir,415000,3/09/2016,Saturday
Richmond,937000,3/09/2016,Saturday
Richmond,1260000,3/09/2016,Saturday
Richmond,1236000,3/09/2016,Saturday
Richmond,540000,3/09/2016,Saturday
Richmond,795250,3/09/2016,Saturday
Richmond,582000,3/09/2016,Saturday
Richmond,500000,3/09/2016,Saturday
Seddon,1145000,3/09/2016,Saturday
South Melbourne,593000,3/09/2016,Saturday
South Melbourne,1600000,3/09/2016,Saturday
South Yarra,430000,3/09/2016,Saturday
South Yarra,722000,3/09/2016,Saturday
South Yarra,930000,3/09/2016,Saturday
South Yarra,467500,3/09/2016,Saturday
South Yarra,475000,3/09/2016,Saturday
Southbank,720000,3/09/2016,Saturday
Spotswood,1040000,3/09/2016,Saturday
St Kilda,509000,3/09/2016,Saturday
St Kilda,2400000,3/09/2016,Saturday
St Kilda,380000,3/09/2016,Saturday
St Kilda,502000,3/09/2016,Saturday
Strathmore,905000,3/09/2016,Saturday
Strathmore,1052000,3/09/2016,Saturday
Sunshine,260000,3/09/2016,Saturday
Sunshine North,716000,3/09/2016,Saturday
Sunshine West,496000,3/09/2016,Saturday
Templestowe Lower,1150000,3/09/2016,Saturday
Templestowe Lower,1201000,3/09/2016,Saturday
Thornbury,510000,3/09/2016,Saturday
West Melbourne,1010000,3/09/2016,Saturday
Williamstown,1325000,3/09/2016,Saturday
Williamstown,1400000,3/09/2016,Saturday
Williamstown,1535000,3/09/2016,Saturday
Williamstown North,500000,3/09/2016,Saturday
Windsor,580000,3/09/2016,Saturday
Yarraville,1000000,3/09/2016,Saturday
Yarraville,890000,3/09/2016,Saturday
Yarraville,760000,3/09/2016,Saturday
Yarraville,1165000,3/09/2016,Saturday
Airport West,530000,10/09/2016,Saturday
Airport West,895000,10/09/2016,Saturday
Albert Park,2120000,10/09/2016,Saturday
Albert Park,1800000,10/09/2016,Saturday
Albert Park,1800000,10/09/2016,Saturday
Altona,510000,10/09/2016,Saturday
Altona,1070000,10/09/2016,Saturday
Altona,425000,10/09/2016,Saturday
Armadale,280000,10/09/2016,Saturday
Ascot Vale,770000,10/09/2016,Saturday
Ashwood,1365000,10/09/2016,Saturday
Bentleigh,1328000,10/09/2016,Saturday
Bentleigh,1340000,10/09/2016,Saturday
Bentleigh,1155000,10/09/2016,Saturday
Bentleigh,1275000,10/09/2016,Saturday
Bentleigh East,1010000,10/09/2016,Saturday
Bentleigh East,899000,10/09/2016,Saturday
Bentleigh East,1415000,10/09/2016,Saturday
Box Hill,1560000,10/09/2016,Saturday
Brighton,2400000,10/09/2016,Saturday
Brighton,590000,10/09/2016,Saturday
Brighton,1650000,10/09/2016,Saturday
Brighton,1562500,10/09/2016,Saturday
Brighton East,2840000,10/09/2016,Saturday
Brighton East,1580000,10/09/2016,Saturday
Brighton East,1100000,10/09/2016,Saturday
Brighton East,1000000,10/09/2016,Saturday
Brunswick,1100000,10/09/2016,Saturday
Brunswick,750000,10/09/2016,Saturday
Brunswick,1056000,10/09/2016,Saturday
Brunswick West,380000,10/09/2016,Saturday
Bulleen,1260000,10/09/2016,Saturday
Burwood,625000,10/09/2016,Saturday
Burwood,780000,10/09/2016,Saturday
Carnegie,545000,10/09/2016,Saturday
Carnegie,1170000,10/09/2016,Saturday
Carnegie,1830000,10/09/2016,Saturday
Carnegie,250000,10/09/2016,Saturday
Caulfield North,420000,10/09/2016,Saturday
Caulfield South,1314000,10/09/2016,Saturday
Clifton Hill,3010000,10/09/2016,Saturday
Clifton Hill,1435000,10/09/2016,Saturday
Coburg,1210000,10/09/2016,Saturday
Coburg,434000,10/09/2016,Saturday
Coburg,653000,10/09/2016,Saturday
Coburg North,625000,10/09/2016,Saturday
Collingwood,910000,10/09/2016,Saturday
Doncaster,2168000,10/09/2016,Saturday
Elwood,590000,10/09/2016,Saturday
Essendon,521000,10/09/2016,Saturday
Essendon,645000,10/09/2016,Saturday
Essendon,1160000,10/09/2016,Saturday
Essendon North,260000,10/09/2016,Saturday
Fairfield,400000,10/09/2016,Saturday
Fitzroy North,1371000,10/09/2016,Saturday
Fitzroy North,1054000,10/09/2016,Saturday
Flemington,950000,10/09/2016,Saturday
Flemington,918000,10/09/2016,Saturday
Flemington,730000,10/09/2016,Saturday
Glenroy,691000,10/09/2016,Saturday
Glenroy,500000,10/09/2016,Saturday
Glenroy,545000,10/09/2016,Saturday
Hadfield,487000,10/09/2016,Saturday
Hadfield,700000,10/09/2016,Saturday
Hadfield,600500,10/09/2016,Saturday
Hampton,3200000,10/09/2016,Saturday
Hampton,1250000,10/09/2016,Saturday
Hampton,2420000,10/09/2016,Saturday
Hampton,2000000,10/09/2016,Saturday
Hampton,2880000,10/09/2016,Saturday
Hampton,1805000,10/09/2016,Saturday
Hughesdale,623000,10/09/2016,Saturday
Hughesdale,2120000,10/09/2016,Saturday
Kealba,570000,10/09/2016,Saturday
Keilor East,583000,10/09/2016,Saturday
Keilor East,920000,10/09/2016,Saturday
Kensington,1165000,10/09/2016,Saturday
Kensington,1710000,10/09/2016,Saturday
Maidstone,1048000,10/09/2016,Saturday
Malvern East,1810000,10/09/2016,Saturday
Malvern East,922000,10/09/2016,Saturday
Maribyrnong,410000,10/09/2016,Saturday
Maribyrnong,930000,10/09/2016,Saturday
Maribyrnong,920000,10/09/2016,Saturday
Maribyrnong,1320000,10/09/2016,Saturday
Maribyrnong,1150000,10/09/2016,Saturday
Maribyrnong,680000,10/09/2016,Saturday
Melbourne,386000,10/09/2016,Saturday
Melbourne,659000,10/09/2016,Saturday
Moonee Ponds,1530000,10/09/2016,Saturday
Moonee Ponds,1350000,10/09/2016,Saturday
Moonee Ponds,832000,10/09/2016,Saturday
Moonee Ponds,420000,10/09/2016,Saturday
Moonee Ponds,2400000,10/09/2016,Saturday
Moonee Ponds,565000,10/09/2016,Saturday
Moonee Ponds,550000,10/09/2016,Saturday
Moonee Ponds,1211000,10/09/2016,Saturday
Newport,860000,10/09/2016,Saturday
Newport,1220000,10/09/2016,Saturday
Newport,930000,10/09/2016,Saturday
Niddrie,617500,10/09/2016,Saturday
North Melbourne,1330000,10/09/2016,Saturday
Northcote,1255000,10/09/2016,Saturday
Northcote,601000,10/09/2016,Saturday
Northcote,1020000,10/09/2016,Saturday
Northcote,435000,10/09/2016,Saturday
Northcote,790000,10/09/2016,Saturday
Northcote,990000,10/09/2016,Saturday
Northcote,605000,10/09/2016,Saturday
Oak Park,358500,10/09/2016,Saturday
Oak Park,690000,10/09/2016,Saturday
Pascoe Vale,730000,10/09/2016,Saturday
Pascoe Vale,775000,10/09/2016,Saturday
Port Melbourne,655000,10/09/2016,Saturday
Port Melbourne,1016500,10/09/2016,Saturday
Port Melbourne,1350000,10/09/2016,Saturday
Port Melbourne,1560000,10/09/2016,Saturday
Port Melbourne,1035000,10/09/2016,Saturday
Port Melbourne,1070000,10/09/2016,Saturday
Prahran,1090000,10/09/2016,Saturday
Prahran,1358000,10/09/2016,Saturday
Prahran,585000,10/09/2016,Saturday
Preston,810000,10/09/2016,Saturday
Preston,843000,10/09/2016,Saturday
Preston,600000,10/09/2016,Saturday
Reservoir,650000,10/09/2016,Saturday
Reservoir,416000,10/09/2016,Saturday
Reservoir,610000,10/09/2016,Saturday
Reservoir,890000,10/09/2016,Saturday
Reservoir,301000,10/09/2016,Saturday
Reservoir,865000,10/09/2016,Saturday
Reservoir,436000,10/09/2016,Saturday
Reservoir,650000,10/09/2016,Saturday
Reservoir,432000,10/09/2016,Saturday
Reservoir,650000,10/09/2016,Saturday
Richmond,439000,10/09/2016,Saturday
Richmond,695000,10/09/2016,Saturday
Richmond,512000,10/09/2016,Saturday
Richmond,855000,10/09/2016,Saturday
Richmond,1040000,10/09/2016,Saturday
Richmond,342000,10/09/2016,Saturday
Richmond,681000,10/09/2016,Saturday
South Melbourne,862000,10/09/2016,Saturday
South Yarra,1630000,10/09/2016,Saturday
Southbank,485000,10/09/2016,Saturday
Spotswood,1080000,10/09/2016,Saturday
St Kilda,395000,10/09/2016,Saturday
St Kilda,560000,10/09/2016,Saturday
St Kilda,520000,10/09/2016,Saturday
St Kilda,2720000,10/09/2016,Saturday
St Kilda,542500,10/09/2016,Saturday
Strathmore,1330000,10/09/2016,Saturday
Strathmore,1200000,10/09/2016,Saturday
Sunshine,702000,10/09/2016,Saturday
Sunshine,580000,10/09/2016,Saturday
Templestowe Lower,950000,10/09/2016,Saturday
Templestowe Lower,1421000,10/09/2016,Saturday
Thornbury,260000,10/09/2016,Saturday
Thornbury,505000,10/09/2016,Saturday
Toorak,4000000,10/09/2016,Saturday
Toorak,1635000,10/09/2016,Saturday
Toorak,2400000,10/09/2016,Saturday
Toorak,345000,10/09/2016,Saturday
Toorak,2650000,10/09/2016,Saturday
Williamstown,2230000,10/09/2016,Saturday
Williamstown North,285000,10/09/2016,Saturday
Windsor,1370000,10/09/2016,Saturday
Yarraville,1785000,10/09/2016,Saturday
Yarraville,330000,10/09/2016,Saturday
Aberfeldie,935000,10/09/2016,Saturday
Brunswick East,1900000,10/09/2016,Saturday
Brunswick East,1080000,10/09/2016,Saturday
Ormond,1770000,10/09/2016,Saturday
Ormond,435000,10/09/2016,Saturday
Ormond,1836000,10/09/2016,Saturday
Ormond,1250000,10/09/2016,Saturday
West Footscray,620000,10/09/2016,Saturday
West Footscray,415000,10/09/2016,Saturday
West Footscray,723000,10/09/2016,Saturday
West Footscray,530000,10/09/2016,Saturday
Albion,816000,10/09/2016,Saturday
Brooklyn,430000,10/09/2016,Saturday
Glen Huntly,1330000,10/09/2016,Saturday
Glen Huntly,695000,10/09/2016,Saturday
Cremorne,1475000,10/09/2016,Saturday
Strathmore Heights,1260000,10/09/2016,Saturday
Keilor Park,380000,10/09/2016,Saturday
Abbotsford,955000,17/09/2016,Saturday
Abbotsford,890000,17/09/2016,Saturday
Airport West,910000,17/09/2016,Saturday
Airport West,773000,17/09/2016,Saturday
Altona,712000,17/09/2016,Saturday
Armadale,5525000,17/09/2016,Saturday
Armadale,1125000,17/09/2016,Saturday
Armadale,2250000,17/09/2016,Saturday
Ascot Vale,1180000,17/09/2016,Saturday
Ascot Vale,1480000,17/09/2016,Saturday
Ashwood,1529500,17/09/2016,Saturday
Avondale Heights,585000,17/09/2016,Saturday
Balaclava,442000,17/09/2016,Saturday
Bentleigh,1275000,17/09/2016,Saturday
Bentleigh,1095000,17/09/2016,Saturday
Bentleigh,797500,17/09/2016,Saturday
Bentleigh East,1200000,17/09/2016,Saturday
Bentleigh East,780000,17/09/2016,Saturday
Bentleigh East,1250000,17/09/2016,Saturday
Bentleigh East,750000,17/09/2016,Saturday
Bentleigh East,1300000,17/09/2016,Saturday
Bentleigh East,1475000,17/09/2016,Saturday
Bentleigh East,1110000,17/09/2016,Saturday
Bentleigh East,835000,17/09/2016,Saturday
Bentleigh East,1690000,17/09/2016,Saturday
Bentleigh East,791000,17/09/2016,Saturday
Bentleigh East,900000,17/09/2016,Saturday
Bentleigh East,1189000,17/09/2016,Saturday
Bentleigh East,825000,17/09/2016,Saturday
Box Hill,1461400,17/09/2016,Saturday
Box Hill,775000,17/09/2016,Saturday
Box Hill,1506000,17/09/2016,Saturday
Box Hill,1670000,17/09/2016,Saturday
Braybrook,610000,17/09/2016,Saturday
Brighton,2375000,17/09/2016,Saturday
Brighton,2275000,17/09/2016,Saturday
Brighton,1385000,17/09/2016,Saturday
Brighton,1601000,17/09/2016,Saturday
Brighton,2020000,17/09/2016,Saturday
Brighton,1762000,17/09/2016,Saturday
Brighton East,1710000,17/09/2016,Saturday
Brighton East,1800000,17/09/2016,Saturday
Brighton East,1706000,17/09/2016,Saturday
Brighton East,1300000,17/09/2016,Saturday
Brunswick,1050000,17/09/2016,Saturday
Brunswick,1691500,17/09/2016,Saturday
Brunswick,1075000,17/09/2016,Saturday
Brunswick,620000,17/09/2016,Saturday
Brunswick West,1005000,17/09/2016,Saturday
Burwood,752000,17/09/2016,Saturday
Burwood,570000,17/09/2016,Saturday
Burwood,1460000,17/09/2016,Saturday
Burwood,745000,17/09/2016,Saturday
Burwood,2150000,17/09/2016,Saturday
Burwood,746000,17/09/2016,Saturday
Burwood,1540000,17/09/2016,Saturday
Carnegie,662000,17/09/2016,Saturday
Carnegie,1420000,17/09/2016,Saturday
Carnegie,920000,17/09/2016,Saturday
Caulfield North,722000,17/09/2016,Saturday
Chadstone,965000,17/09/2016,Saturday
Chadstone,920000,17/09/2016,Saturday
Clifton Hill,1405000,17/09/2016,Saturday
Coburg,590000,17/09/2016,Saturday
Coburg,1000000,17/09/2016,Saturday
Coburg,590000,17/09/2016,Saturday
Coburg,1030000,17/09/2016,Saturday
Collingwood,981000,17/09/2016,Saturday
Collingwood,683000,17/09/2016,Saturday
Doncaster,1250000,17/09/2016,Saturday
Doncaster,1030000,17/09/2016,Saturday
Elsternwick,626000,17/09/2016,Saturday
Elwood,1625000,17/09/2016,Saturday
Elwood,1122000,17/09/2016,Saturday
Elwood,559000,17/09/2016,Saturday
Essendon,1134000,17/09/2016,Saturday
Essendon,1756000,17/09/2016,Saturday
Essendon,320500,17/09/2016,Saturday
Essendon,650000,17/09/2016,Saturday
Essendon,1065000,17/09/2016,Saturday
Essendon,667000,17/09/2016,Saturday
Essendon,1610000,17/09/2016,Saturday
Fitzroy,1250000,17/09/2016,Saturday
Fitzroy,1440000,17/09/2016,Saturday
Footscray,310000,17/09/2016,Saturday
Footscray,305000,17/09/2016,Saturday
Footscray,860500,17/09/2016,Saturday
Glenroy,703000,17/09/2016,Saturday
Glenroy,608000,17/09/2016,Saturday
Glenroy,705000,17/09/2016,Saturday
Glenroy,320500,17/09/2016,Saturday
Hadfield,542500,17/09/2016,Saturday
Hampton,2400000,17/09/2016,Saturday
Hampton,3075000,17/09/2016,Saturday
Hughesdale,400000,17/09/2016,Saturday
Maidstone,555000,17/09/2016,Saturday
Maidstone,815000,17/09/2016,Saturday
Maidstone,915000,17/09/2016,Saturday
Malvern,1155000,17/09/2016,Saturday
Malvern East,1135000,17/09/2016,Saturday
Maribyrnong,335000,17/09/2016,Saturday
Maribyrnong,1900000,17/09/2016,Saturday
Melbourne,680000,17/09/2016,Saturday
Moonee Ponds,1480000,17/09/2016,Saturday
Moonee Ponds,672000,17/09/2016,Saturday
Moonee Ponds,410000,17/09/2016,Saturday
Newport,1040000,17/09/2016,Saturday
Newport,922000,17/09/2016,Saturday
Newport,2415000,17/09/2016,Saturday
Niddrie,1400000,17/09/2016,Saturday
Niddrie,1080000,17/09/2016,Saturday
North Melbourne,1470000,17/09/2016,Saturday
North Melbourne,591500,17/09/2016,Saturday
Northcote,1300000,17/09/2016,Saturday
Northcote,810000,17/09/2016,Saturday
Northcote,701000,17/09/2016,Saturday
Northcote,410000,17/09/2016,Saturday
Oak Park,770000,17/09/2016,Saturday
Pascoe Vale,940000,17/09/2016,Saturday
Pascoe Vale,600000,17/09/2016,Saturday
Pascoe Vale,510000,17/09/2016,Saturday
Port Melbourne,1570000,17/09/2016,Saturday
Prahran,1500000,17/09/2016,Saturday
Preston,980000,17/09/2016,Saturday
Preston,800000,17/09/2016,Saturday
Preston,930000,17/09/2016,Saturday
Preston,930000,17/09/2016,Saturday
Preston,886000,17/09/2016,Saturday
Preston,1080000,17/09/2016,Saturday
Preston,1040000,17/09/2016,Saturday
Reservoir,622500,17/09/2016,Saturday
Reservoir,767500,17/09/2016,Saturday
Reservoir,780000,17/09/2016,Saturday
Reservoir,668000,17/09/2016,Saturday
Reservoir,1215000,17/09/2016,Saturday
Richmond,900000,17/09/2016,Saturday
Richmond,1695000,17/09/2016,Saturday
Richmond,1365000,17/09/2016,Saturday
Richmond,1088000,17/09/2016,Saturday
Richmond,1765000,17/09/2016,Saturday
Richmond,1045000,17/09/2016,Saturday
Richmond,1591000,17/09/2016,Saturday
Richmond,402000,17/09/2016,Saturday
Seddon,822500,17/09/2016,Saturday
South Melbourne,1050000,17/09/2016,Saturday
South Melbourne,1100000,17/09/2016,Saturday
South Melbourne,1250000,17/09/2016,Saturday
South Melbourne,1650000,17/09/2016,Saturday
South Yarra,805000,17/09/2016,Saturday
South Yarra,630000,17/09/2016,Saturday
South Yarra,600000,17/09/2016,Saturday
South Yarra,1780000,17/09/2016,Saturday
South Yarra,2115000,17/09/2016,Saturday
South Yarra,523000,17/09/2016,Saturday
Spotswood,835000,17/09/2016,Saturday
Spotswood,840000,17/09/2016,Saturday
Strathmore,1500000,17/09/2016,Saturday
Sunshine,611000,17/09/2016,Saturday
Sunshine,655000,17/09/2016,Saturday
Sunshine North,621000,17/09/2016,Saturday
Sunshine West,575000,17/09/2016,Saturday
Templestowe Lower,1325000,17/09/2016,Saturday
Thornbury,1400000,17/09/2016,Saturday
Thornbury,1200000,17/09/2016,Saturday
Thornbury,920000,17/09/2016,Saturday
Thornbury,1110000,17/09/2016,Saturday
Thornbury,1200000,17/09/2016,Saturday
Thornbury,560000,17/09/2016,Saturday
Toorak,2050000,17/09/2016,Saturday
Toorak,2170000,17/09/2016,Saturday
Williamstown,895000,17/09/2016,Saturday
Williamstown,375000,17/09/2016,Saturday
Yarraville,381000,17/09/2016,Saturday
Yarraville,1150000,17/09/2016,Saturday
Aberfeldie,1190000,17/09/2016,Saturday
Brunswick East,590000,17/09/2016,Saturday
Brunswick East,1024000,17/09/2016,Saturday
Carlton,1600000,17/09/2016,Saturday
Essendon West,925000,17/09/2016,Saturday
Kingsville,685000,17/09/2016,Saturday
Ormond,296000,17/09/2016,Saturday
West Footscray,915000,17/09/2016,Saturday
West Footscray,830000,17/09/2016,Saturday
Oakleigh,1045000,17/09/2016,Saturday
Oakleigh,865000,17/09/2016,Saturday
South Kingsville,845000,17/09/2016,Saturday
Seaholme,1415000,17/09/2016,Saturday
Abbotsford,1542000,24/09/2016,Saturday
Airport West,978000,24/09/2016,Saturday
Albert Park,2000000,24/09/2016,Saturday
Alphington,650000,24/09/2016,Saturday
Altona North,610000,24/09/2016,Saturday
Armadale,450000,24/09/2016,Saturday
Ascot Vale,1135000,24/09/2016,Saturday
Ascot Vale,950000,24/09/2016,Saturday
Ascot Vale,790000,24/09/2016,Saturday
Ashwood,1350000,24/09/2016,Saturday
Ashwood,1110000,24/09/2016,Saturday
Avondale Heights,522500,24/09/2016,Saturday
Avondale Heights,680000,24/09/2016,Saturday
Avondale Heights,500000,24/09/2016,Saturday
Avondale Heights,550000,24/09/2016,Saturday
Bentleigh,1350000,24/09/2016,Saturday
Bentleigh,635000,24/09/2016,Saturday
Bentleigh East,1000000,24/09/2016,Saturday
Bentleigh East,965000,24/09/2016,Saturday
Bentleigh East,870000,24/09/2016,Saturday
Bentleigh East,1405000,24/09/2016,Saturday
Bentleigh East,1161000,24/09/2016,Saturday
Bentleigh East,1266000,24/09/2016,Saturday
Bentleigh East,700000,24/09/2016,Saturday
Brighton,2320000,24/09/2016,Saturday
Brighton East,681000,24/09/2016,Saturday
Brighton East,1511000,24/09/2016,Saturday
Brighton East,1310000,24/09/2016,Saturday
Brunswick,880000,24/09/2016,Saturday
Brunswick,1000000,24/09/2016,Saturday
Brunswick,754000,24/09/2016,Saturday
Brunswick,916000,24/09/2016,Saturday
Brunswick,590000,24/09/2016,Saturday
Brunswick,575000,24/09/2016,Saturday
Brunswick West,1315000,24/09/2016,Saturday
Brunswick West,370000,24/09/2016,Saturday
Brunswick West,735000,24/09/2016,Saturday
Brunswick West,1000000,24/09/2016,Saturday
Bulleen,1100000,24/09/2016,Saturday
