Suburb,Address,Rooms,Type,Price,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance
Templestowe Lower,26 Horsfall St,4,h,1650000,PI,27/11/2016,13.8,3107,4,2,2,673,280,2005,Manningham City Council,-37.7647,145.1186,Eastern Metropolitan,5420,16,2451.708767,5892.857143,412500,119565.2174
Templestowe Lower,78 Olympus Dr,4,h,1182500,S,27/11/2016,13.8,3107,4,2,2,650,150,1975,Manningham City Council,-37.7764,145.1216,Eastern Metropolitan,5420,46,1819.230769,7883.333333,295625,85688.4058
Templestowe Lower,132 Templestowe Rd,4,h,1020000,S,27/11/2016,13.8,3107,4,2,2,652,145,1965,Manningham City Council,-37.7557,145.0957,Eastern Metropolitan,5420,56,1564.417178,7034.482759,255000,73913.04348
Thornbury,129 Clarendon St,3,h,1370000,S,27/11/2016,6.5,3071,3,2,3,417,153,1930,Darebin City Council,-37.7602,145.0084,Northern Metropolitan,8870,91,3285.371703,8954.248366,456666.6667,210769.2308
Thornbury,8/77 Pender St,1,u,303500,SP,27/11/2016,6.5,3071,1,1,1,0,41,1970,Darebin City Council,-37.7542,145.01,Northern Metropolitan,8870,51, ,7402.439024,303500,46692.30769
Thornbury,386 Station St,3,h,1160000,SP,27/11/2016,6.5,3071,3,2,2,644,149,2001,Darebin City Council,-37.7604,145.021,Northern Metropolitan,8870,20,1801.242236,7785.234899,386666.6667,178461.5385
Toorak,7/153 Kooyong Rd,2,u,870000,SP,27/11/2016,4.6,3142,2,2,2,,,,Stonnington City Council,-37.849,145.0215,Southern Metropolitan,7217, , , ,435000,189130.4348
Toorak,10/264 Williams Rd,3,t,910000,PI,27/11/2016,4.6,3142,3,2,2,0,136,1980,Stonnington City Council,-37.842,145.0046,Southern Metropolitan,7217,41, ,6691.176471,303333.3333,197826.087
Williamstown,139 Cecil St,4,h,2255000,S,27/11/2016,8,3016,4,1,3,765,257,1880,Hobsons Bay City Council,-37.8621,144.8999,Western Metropolitan,6380,141,2947.712418,8774.319066,563750,281875
Williamstown,233 Nelson Pl,4,h,1860000,S,27/11/2016,8,3016,4,2,0,199,242,,Hobsons Bay City Council,-37.8615,144.9023,Western Metropolitan,6380, ,9346.733668,7685.950413,465000,232500
Williamstown,68 Osborne St,3,h,1710000,SP,27/11/2016,8,3016,3,2,1,260,170,2016,Hobsons Bay City Council,-37.8671,144.9001,Western Metropolitan,6380,5,6576.923077,10058.82353,570000,213750
Williamstown,11 Sandpiper Pl,4,h,2440000,S,27/11/2016,8,3016,4,3,3,500,278,2005,Hobsons Bay City Council,-37.8638,144.8798,Western Metropolitan,6380,16,4880,8776.978417,610000,305000
Williamstown North,18 Inglis St,3,h,1225000,SP,27/11/2016,8.9,3016,3,1,1,311,126,1920,Hobsons Bay City Council,-37.8546,144.8762,Western Metropolitan,802,101,3938.906752,9722.222222,408333.3333,137640.4494
Windsor,4 Erica St,2,h,1350000,S,27/11/2016,5.1,3181,2,1,2,181,,,Port Phillip City Council,-37.8549,145.0006,Southern Metropolitan,4380, ,7458.563536, ,675000,264705.8824
Yarraville,23 Castlemaine St,3,h,1380000,S,27/11/2016,7,3013,3,2,2,235,144,1910,Maribyrnong City Council,-37.815,144.8928,Western Metropolitan,6543,111,5872.340426,9583.333333,460000,197142.8571
Yarraville,5 Highgate St,3,h,966000,S,27/11/2016,7,3013,3,2,2,456,,1970,Maribyrnong City Council,-37.823,144.8768,Western Metropolitan,6543,51,2118.421053, ,322000,138000
Yarraville,3/64 Powell St,2,u,480500,SP,27/11/2016,7,3013,2,1,1,0,65,1970,Maribyrnong City Council,-37.8182,144.8846,Western Metropolitan,6543,51, ,7392.307692,240250,68642.85714
Yarraville,4 Regent St,4,h,1520000,VB,27/11/2016,7,3013,4,2,0,261,160,1910,Maribyrnong City Council,-37.8123,144.8888,Western Metropolitan,6543,111,5823.754789,9500,380000,217142.8571
Yarraville,18 Tenterden St,3,h,845000,S,27/11/2016,7,3013,3,1,2,494,,,Maribyrnong City Council,-37.8234,144.8742,Western Metropolitan,6543, ,1710.526316, ,281666.6667,120714.2857
Yarraville,10 Tuppen St,5,h,1287000,S,27/11/2016,7,3013,5,2,2,488,213,1930,Maribyrnong City Council,-37.8131,144.8778,Western Metropolitan,6543,91,2637.295082,6042.253521,257400,183857.1429
Aberfeldie,5/319 Buckley St,2,u,373000,S,27/11/2016,9.1,3040,2,1,1,0,,,Moonee Valley City Council,-37.7553,144.8996,Western Metropolitan,1543, , , ,186500,40989.01099
Aberfeldie,1/7 Derry St,2,h,670000,SP,27/11/2016,9.1,3040,2,1,2,0,103,1990,Moonee Valley City Council,-37.76,144.9002,Western Metropolitan,1543,31, ,6504.854369,335000,73626.37363
Brunswick East,192 Blyth St,3,h,1600000,S,27/11/2016,4.5,3057,3,1,2,812,113,1920,Moreland City Council,-37.7673,144.9782,Northern Metropolitan,5533,101,1970.44335,14159.29204,533333.3333,355555.5556
Brunswick East,120 Victoria St,3,h,1325000,PI,27/11/2016,4.5,3057,3,2,2,190,135,1940,Moreland City Council,-37.7684,144.9739,Northern Metropolitan,5533,81,6973.684211,9814.814815,441666.6667,294444.4444
Carlton,13/25 Barkly St,2,u,585000,S,27/11/2016,1.8,3053,2,1,1,0,,,Melbourne City Council,-37.7985,144.9745,Northern Metropolitan,6786, , , ,292500,325000
Carlton,73 Palmerston St,4,h,1162000,S,27/11/2016,1.8,3053,4,1,0,121,,,Melbourne City Council,-37.7967,144.9724,Northern Metropolitan,6786, ,9603.305785, ,290500,645555.5556
Kingsbury,36 Scott Gr,3,h,690000,S,27/11/2016,12.4,3083,3,1,2,556,,,Darebin City Council,-37.7174,145.0361,Northern Metropolitan,1414, ,1241.007194, ,230000,55645.16129
Murrumbeena,47A Rosella St,4,t,1200000,PI,27/11/2016,12.1,3163,4,3,2,297,,,Glen Eira City Council,-37.895,145.0749,Southern Metropolitan,4442, ,4040.40404, ,300000,99173.55372
Murrumbeena,22 Victory St,3,h,1090000,S,27/11/2016,12.1,3163,3,2,2,553,138,1960,Glen Eira City Council,-37.9031,145.0668,Southern Metropolitan,4442,61,1971.066908,7898.550725,363333.3333,90082.64463
Ormond,7/21 Lillimur Rd,1,u,447000,S,27/11/2016,11.8,3204,1,1,1,0,,,Glen Eira City Council,-37.9016,145.0414,Southern Metropolitan,3578, , , ,447000,37881.35593
Ormond,2 Wimmera St,2,h,1177000,S,27/11/2016,11.8,3204,2,1,2,452,105,1930,Glen Eira City Council,-37.9024,145.0539,Southern Metropolitan,3578,91,2603.982301,11209.52381,588500,99745.76271
West Footscray,10/745 Barkly St,2,u,262500,PI,27/11/2016,8.2,3012,2,1,1,0,,,Maribyrnong City Council,-37.796,144.8634,Western Metropolitan,5058, , , ,131250,32012.19512
West Footscray,5/14 Busch St,2,h,450000,S,27/11/2016,8.2,3012,2,1,1,0,90,1980,Maribyrnong City Council,-37.7956,144.8762,Western Metropolitan,5058,41, ,5000,225000,54878.04878
West Footscray,5 Gwelo St,3,h,935000,S,27/11/2016,8.2,3012,3,2,3,466,,1940,Maribyrnong City Council,-37.8019,144.8663,Western Metropolitan,5058,81,2006.437768, ,311666.6667,114024.3902
West Footscray,372 Somerville Rd,4,h,830000,SP,27/11/2016,8.2,3012,4,2,1,665,,1960,Maribyrnong City Council,-37.8107,144.8666,Western Metropolitan,5058,61,1248.120301, ,207500,101219.5122
Albion,13 Gunnedah St,3,h,760000,S,27/11/2016,13.9,3020,3,1,2,534,,,Brimbank City Council,-37.7789,144.8209,Western Metropolitan,2185, ,1423.220974, ,253333.3333,54676.25899
Albion,48 Sydney St,3,h,840000,S,27/11/2016,13.9,3020,3,1,0,697,153,1920,Brimbank City Council,-37.7809,144.8228,Western Metropolitan,2185,101,1205.164993,5490.196078,280000,60431.65468
Oakleigh,36 Hatter St,3,h,1225000,S,27/11/2016,14,3166,3,1,2,528,112,1930,Monash City Council,-37.9066,145.088,Southern Metropolitan,3224,91,2320.075758,10937.5,408333.3333,87500
Ripponlea,23 Maryville St,4,h,1925000,PI,27/11/2016,7.4,3185,4,2,3,485,,,Port Phillip City Council,-37.8754,144.9944,Southern Metropolitan,821, ,3969.072165, ,481250,260135.1351
Cremorne,66 Green St,3,h,1300000,S,27/11/2016,2.5,3121,3,1,1,326,100,1890,Yarra City Council,-37.8283,144.9946,Northern Metropolitan,1123,131,3987.730061,13000,433333.3333,520000
South Kingsville,41 Saltley St,3,t,855000,SP,27/11/2016,9.1,3015,3,2,2,337,,,Hobsons Bay City Council,-37.8288,144.8681,Western Metropolitan,984, ,2537.091988, ,285000,93956.04396
Keilor Park,3/550 Fullarton Rd,4,t,600000,S,27/11/2016,14.5,3042,4,2,1,231,146,2013,Brimbank City Council,-37.7263,144.8584,Western Metropolitan,1119,8,2597.402597,4109.589041,150000,41379.31034
Keilor Park,18 William St,3,h,575000,S,27/11/2016,14.5,3042,3,1,1,338,107,1960,Brimbank City Council,-37.7212,144.8545,Western Metropolitan,1119,61,1701.183432,5373.831776,191666.6667,39655.17241
Princes Hill,76 Arnold St,3,h,1700000,VB,27/11/2016,3.7,3054,3,1,2,341,,,Yarra City Council,-37.7832,144.9655,Northern Metropolitan,1008, ,4985.337243, ,566666.6667,459459.4595
Abbotsford,85 Turner St,2,h,1480000,S,3/12/2016,2.5,3067,2,1,1,202,,,Yarra City Council,-37.7996,144.9984,Northern Metropolitan,4019, ,7326.732673, ,740000,592000
Airport West,50 Bedford St,3,h,730000,VB,3/12/2016,13.5,3042,3,2,1,0,145,1965,Moonee Valley City Council,-37.7203,144.8755,Western Metropolitan,3464,56, ,5034.482759,243333.3333,54074.07407
Altona,59 Bracken Gr,5,h,1525000,S,3/12/2016,13.8,3018,5,3,3,729,268,2005,Hobsons Bay City Council,-37.8721,144.8105,Western Metropolitan,5301,16,2091.906722,5690.298507,305000,110507.2464
Armadale,1/42 Adelaide St,2,u,550000,VB,3/12/2016,6.3,3143,2,1,0,861,,,Stonnington City Council,-37.8539,145.0284,Southern Metropolitan,4836, ,638.7921022, ,275000,87301.5873
Armadale,14/71 Denbigh Rd,3,u,995000,S,3/12/2016,6.3,3143,3,2,2,0,100,1998,Stonnington City Council,-37.8552,145.016,Southern Metropolitan,4836,23, ,9950,331666.6667,157936.5079
Armadale,4/769 High St,3,t,1205000,S,3/12/2016,6.3,3143,3,2,2,101,105,2000,Stonnington City Council,-37.854,145.0135,Southern Metropolitan,4836,21,11930.69307,11476.19048,401666.6667,191269.8413
Armadale,7 Llaneast St,3,h,1939000,S,3/12/2016,6.3,3143,3,2,2,296,150,1889,Stonnington City Council,-37.8614,145.0274,Southern Metropolitan,4836,132,6550.675676,12926.66667,646333.3333,307777.7778
Armadale,9/55 Northcote Rd,1,u,421500,S,3/12/2016,6.3,3143,1,1,0,0,,,Stonnington City Council,-37.853,145.0167,Southern Metropolitan,4836, , , ,421500,66904.7619
Ascot Vale,30 Rothwell St,3,h,940000,S,3/12/2016,5.9,3032,3,1,2,298,108,1920,Moonee Valley City Council,-37.7777,144.9195,Western Metropolitan,6567,101,3154.362416,8703.703704,313333.3333,159322.0339
Ascot Vale,9/5 Rothwell St,2,u,467000,SP,3/12/2016,5.9,3032,2,1,1,0,62,1980,Moonee Valley City Council,-37.7761,144.9201,Western Metropolitan,6567,41, ,7532.258065,233500,79152.54237
Ashwood,28 Raymond St,3,h,1250000,S,3/12/2016,12.2,3147,3,1,1,842,,,Monash City Council,-37.867,145.1092,Southern Metropolitan,2894, ,1484.56057, ,416666.6667,102459.0164
Avondale Heights,157 Canning St,3,t,851000,S,3/12/2016,10.5,3034,3,3,1,557,181,2017,Moonee Valley City Council,-37.77,144.8572,Western Metropolitan,4502,4,1527.827648,4701.657459,283666.6667,81047.61905
Balaclava,7/72 Grosvenor St,2,u,410000,PI,3/12/2016,6.6,3183,2,1,2,0,61,1965,Port Phillip City Council,-37.8731,144.9958,Southern Metropolitan,2952,56, ,6721.311475,205000,62121.21212
Bentleigh,32 Leckie St,2,h,1550000,S,3/12/2016,13,3204,2,1,4,730,,,Glen Eira City Council,-37.9207,145.0479,Southern Metropolitan,6795, ,2123.287671, ,775000,119230.7692
Bentleigh,7 Marquis Rd,4,h,1420000,S,3/12/2016,13,3204,4,1,4,786,,,Glen Eira City Council,-37.9305,145.0449,Southern Metropolitan,6795, ,1806.615776, ,355000,109230.7692
Bentleigh,11 Rogers Rd,3,h,1425000,S,3/12/2016,13,3204,3,2,2,613,143,1960,Glen Eira City Council,-37.9311,145.0428,Southern Metropolitan,6795,61,2324.632953,9965.034965,475000,109615.3846
Bentleigh,3/2 Scotts St,2,t,851000,S,3/12/2016,13,3204,2,1,1,140,250,1970,Glen Eira City Council,-37.9204,145.0443,Southern Metropolitan,6795,51,6078.571429,3404,425500,65461.53846
Bentleigh East,2a Bessie St,2,u,746000,S,3/12/2016,13.9,3165,2,1,2,281,95,2002,Glen Eira City Council,-37.9255,145.0796,Southern Metropolitan,10969,19,2654.80427,7852.631579,373000,53669.06475
Bentleigh East,14a Daphne St,1,u,580000,S,3/12/2016,13.9,3165,1,1,1,105,,,Glen Eira City Council,-37.9181,145.0586,Southern Metropolitan,10969, ,5523.809524, ,580000,41726.61871
Bentleigh East,19 Denver St,5,h,1275000,SP,3/12/2016,13.9,3165,5,2,2,683,190,1960,Glen Eira City Council,-37.9333,145.0602,Southern Metropolitan,10969,61,1866.764275,6710.526316,255000,91726.61871
Bentleigh East,93 Parkmore Rd,3,h,1206000,S,3/12/2016,13.9,3165,3,1,2,603,,,Glen Eira City Council,-37.9155,145.0723,Southern Metropolitan,10969, ,2000, ,402000,86762.58993
Brighton,152A Cochrane St,4,h,1830000,S,3/12/2016,11.2,3186,4,2,2,436,,,Bayside City Council,-37.8927,145.0005,Southern Metropolitan,10579, ,4197.247706, ,457500,163392.8571
Brighton,17 McCallum St,4,h,3695000,S,3/12/2016,11.2,3186,4,3,2,836,284,1960,Bayside City Council,-37.9071,144.9898,Southern Metropolitan,10579,61,4419.856459,13010.56338,923750,329910.7143
Brighton,2/26 Pearson St,2,u,536000,SP,3/12/2016,11.2,3186,2,1,2,0,70,1970,Bayside City Council,-37.9081,145.0043,Southern Metropolitan,10579,51, ,7657.142857,268000,47857.14286
Brighton,18 Victoria St,4,h,3700000,S,3/12/2016,11.2,3186,4,3,2,742,247,1900,Bayside City Council,-37.914,144.9878,Southern Metropolitan,10579,121,4986.522911,14979.75709,925000,330357.1429
Brighton,20 Victoria St,4,h,3775000,S,3/12/2016,11.2,3186,4,3,2,745,,,Bayside City Council,-37.9139,144.9878,Southern Metropolitan,10579, ,5067.114094, ,943750,337053.5714
Brighton,50 Well St,3,h,1975000,S,3/12/2016,11.2,3186,3,1,2,432,122,1930,Bayside City Council,-37.9172,144.996,Southern Metropolitan,10579,91,4571.759259,16188.52459,658333.3333,176339.2857
Brighton East,133A Centre Rd,4,h,1310000,PI,3/12/2016,10.7,3187,4,3,2,618,213,2008,Bayside City Council,-37.9162,145.0219,Southern Metropolitan,6938,13,2119.7411,6150.234742,327500,122429.9065
Brighton East,26 Hodder St,2,h,1250000,SP,3/12/2016,10.7,3187,2,1,2,443,,,Bayside City Council,-37.9077,145.0229,Southern Metropolitan,6938, ,2821.670429, ,625000,116822.4299
Brighton East,14 Milroy St,4,h,2504000,S,3/12/2016,10.7,3187,4,2,2,674,183,1950,Bayside City Council,-37.9022,145.0125,Southern Metropolitan,6938,71,3715.133531,13683.06011,626000,234018.6916
Brighton East,5/29 Pine St,2,u,700000,PI,3/12/2016,10.7,3187,2,1,1,0,,,Bayside City Council,-37.9195,145.0067,Southern Metropolitan,6938, , , ,350000,65420.56075
Brighton East,1/383 South Rd,2,u,750000,SP,3/12/2016,10.7,3187,2,1,3,305,,1970,Bayside City Council,-37.9318,145.0293,Southern Metropolitan,6938,51,2459.016393, ,375000,70093.45794
Brunswick,9 Blair St,4,h,1802500,S,3/12/2016,5.2,3056,4,3,1,238,93,1910,Moreland City Council,-37.7713,144.9643,Northern Metropolitan,11918,111,7573.529412,19381.72043,450625,346634.6154
Brunswick,25 Hardy St,4,h,1500000,VB,3/12/2016,5.2,3056,4,3,1,365,209,1890,Moreland City Council,-37.7624,144.9671,Northern Metropolitan,11918,131,4109.589041,7177.033493,375000,288461.5385
Brunswick West,9/610 Moreland Rd,2,u,320000,PI,3/12/2016,5.9,3055,2,1,1,0,,1980,Moreland City Council,-37.7514,144.9288,Northern Metropolitan,7082,41, , ,160000,54237.28814
Brunswick West,25 Wales St,3,h,1190000,S,3/12/2016,5.9,3055,3,1,1,0,119,1920,Moreland City Council,-37.7564,144.9422,Northern Metropolitan,7082,101, ,10000,396666.6667,201694.9153
Bulleen,28 Rocklea Rd,4,h,1505000,S,3/12/2016,11.8,3105,4,3,2,410,,2012,Manningham City Council,-37.7695,145.082,Eastern Metropolitan,4480,9,3670.731707, ,376250,127542.3729
Burwood,4 Bennett St,3,h,1390000,S,3/12/2016,11.7,3125,3,1,2,697,,,Monash City Council,-37.851,145.1169,Southern Metropolitan,5678, ,1994.261119, ,463333.3333,118803.4188
Burwood,7 Keogh St,3,h,1300000,SA,3/12/2016,11.7,3125,3,1,2,773,,1960,Monash City Council,-37.8562,145.1104,Southern Metropolitan,5678,61,1681.759379, ,433333.3333,111111.1111
Burwood,35 McCubbin St,4,h,1890000,S,3/12/2016,11.7,3125,4,2,2,1145,111,1960,Monash City Council,-37.8538,145.127,Southern Metropolitan,5678,61,1650.655022,17027.02703,472500,161538.4615
Burwood,2/32 McIntyre St,3,u,1022500,S,3/12/2016,11.7,3125,3,2,2,265,130,2000,Monash City Council,-37.8516,145.1056,Southern Metropolitan,5678,21,3858.490566,7865.384615,340833.3333,87393.16239
Burwood,1 Webb St,3,h,1250000,VB,3/12/2016,11.7,3125,3,1,1,662,,,Monash City Council,-37.8561,145.1054,Southern Metropolitan,5678, ,1888.217523, ,416666.6667,106837.6068
Carnegie,2/31 Moonya Rd,2,u,600000,SP,3/12/2016,11.4,3163,2,1,1,73,61,1970,Glen Eira City Council,-37.897,145.0593,Southern Metropolitan,7822,51,8219.178082,9836.065574,300000,52631.57895
Carnegie,212 Neerim Rd,3,h,1295000,S,3/12/2016,11.4,3163,3,1,2,425,166,1960,Glen Eira City Council,-37.8876,145.0502,Southern Metropolitan,7822,61,3047.058824,7801.204819,431666.6667,113596.4912
Carnegie,218 Neerim Rd,4,h,1275000,S,3/12/2016,11.4,3163,4,2,0,365,,1919,Glen Eira City Council,-37.8877,145.0507,Southern Metropolitan,7822,102,3493.150685, ,318750,111842.1053
Carnegie,3 Oakleigh Rd,3,h,1620000,S,3/12/2016,11.4,3163,3,1,1,808,,,Glen Eira City Council,-37.8982,145.0461,Southern Metropolitan,7822, ,2004.950495, ,540000,142105.2632
Caulfield,18 Ash Gr,4,t,1600000,SP,3/12/2016,8.9,3162,4,3,2,812,,,Glen Eira City Council,-37.8864,145.0326,Southern Metropolitan,2379, ,1970.44335, ,400000,179775.2809
Caulfield,190 Kambrook Rd,5,h,1665000,S,3/12/2016,8.9,3162,5,2,2,593,,,Glen Eira City Council,-37.8849,145.0341,Southern Metropolitan,2379, ,2807.757167, ,333000,187078.6517
Caulfield South,5 Alder St,3,h,1460000,S,3/12/2016,9.3,3162,3,1,2,451,121,1960,Glen Eira City Council,-37.8874,145.019,Southern Metropolitan,5051,61,3237.250554,12066.1157,486666.6667,156989.2473
Caulfield South,10/468 Kooyong Rd,1,u,275500,PI,3/12/2016,9.3,3162,1,1,1,0,44,1960,Glen Eira City Council,-37.8961,145.0132,Southern Metropolitan,5051,61, ,6261.363636,275500,29623.65591
Chadstone,16 Moroney Dr,4,h,1507000,S,3/12/2016,13.6,3148,4,2,2,600,,,Monash City Council,-37.8891,145.1002,Southern Metropolitan,3582, ,2511.666667, ,376750,110808.8235
Coburg,37 Elizabeth St,3,h,680000,S,3/12/2016,7.8,3058,3,1,0,702,108,1950,Darebin City Council,-37.7391,144.9812,Northern Metropolitan,11204,71,968.6609687,6296.296296,226666.6667,87179.48718
Coburg,38 Harding St,4,h,1221000,S,3/12/2016,7.8,3058,4,1,2,596,,,Darebin City Council,-37.7456,144.9696,Northern Metropolitan,11204, ,2048.657718, ,305250,156538.4615
Coburg,1/58 Moore St,2,t,807000,S,3/12/2016,7.8,3058,2,2,1,0,176,2010,Darebin City Council,-37.7546,144.9713,Northern Metropolitan,11204,11, ,4585.227273,403500,103461.5385
Coburg,181 Munro St,3,h,790000,S,3/12/2016,7.8,3058,3,1,2,371,,,Darebin City Council,-37.7435,144.9507,Northern Metropolitan,11204, ,2129.380054, ,263333.3333,101282.0513
Coburg,43 Ohea St,4,h,955000,S,3/12/2016,7.8,3058,4,2,1,295,,,Darebin City Council,-37.7374,144.9617,Northern Metropolitan,11204, ,3237.288136, ,238750,122435.8974
Coburg North,38B Livingstone St,4,h,895000,S,3/12/2016,9.2,3058,4,2,2,661,,,Darebin City Council,-37.7246,144.9828,Northern Metropolitan,3445, ,1354.009077, ,223750,97282.6087
Coburg North,15 Ronald St,3,h,655000,SP,3/12/2016,9.2,3058,3,1,0,404,98,1950,Darebin City Council,-37.7305,144.9803,Northern Metropolitan,3445,71,1621.287129,6683.673469,218333.3333,71195.65217
Collingwood,20 Hotham St,3,h,1260000,S,3/12/2016,1.6,3066,3,1,0,167,,1900,Yarra City Council,-37.7962,144.9866,Northern Metropolitan,4553,121,7544.91018, ,420000,787500
Doncaster,5 Boyd St,3,h,1403000,S,3/12/2016,13.9,3108,3,1,4,727,123,1970,Manningham City Council,-37.7942,145.1218,Eastern Metropolitan,9028,51,1929.848693,11406.50407,467666.6667,100935.2518
Doncaster,20 Finlayson St,4,h,1408000,S,3/12/2016,13.9,3108,4,2,0,725,,,Manningham City Council,-37.7891,145.1073,Eastern Metropolitan,9028, ,1942.068966, ,352000,101294.964
Doncaster,39 Frederick St,4,t,855000,S,3/12/2016,13.9,3108,4,2,2,242,,,Manningham City Council,-37.7915,145.1258,Eastern Metropolitan,9028, ,3533.057851, ,213750,61510.79137
Doncaster,19 Hanke Rd,3,h,1450000,PI,3/12/2016,13.9,3108,3,1,1,638,115,1970,Manningham City Council,-37.7912,145.1248,Eastern Metropolitan,9028,51,2272.727273,12608.69565,483333.3333,104316.5468
Doncaster,47 Roseland Gr,5,h,1461800,SP,3/12/2016,13.9,3108,5,2,2,660,,,Manningham City Council,-37.7791,145.1328,Eastern Metropolitan,9028, ,2214.848485, ,292360,105165.4676
Doncaster,33 Thiele St,4,h,1396000,S,3/12/2016,13.9,3108,4,1,2,658,138,1975,Manningham City Council,-37.7827,145.1358,Eastern Metropolitan,9028,46,2121.580547,10115.94203,349000,100431.6547
Elsternwick,393 Kooyong Rd,3,h,1625000,S,3/12/2016,8.5,3185,3,2,2,447,181,1920,Glen Eira City Council,-37.8912,145.0138,Southern Metropolitan,4898,101,3635.346756,8977.900552,541666.6667,191176.4706
Elsternwick,4 Meaney St,2,h,906000,S,3/12/2016,8.5,3185,2,1,1,221,,,Glen Eira City Council,-37.8829,145.0129,Southern Metropolitan,4898, ,4099.547511, ,453000,106588.2353
Elsternwick,8 Ross St,4,h,1100000,VB,3/12/2016,8.5,3185,4,2,0,147,159,1910,Glen Eira City Council,-37.8852,144.9997,Southern Metropolitan,4898,111,7482.993197,6918.238994,275000,129411.7647
Elwood,9/400 Barkly St,1,u,392500,SP,3/12/2016,7.7,3184,1,1,0,0,,,Port Phillip City Council,-37.882,144.9785,Southern Metropolitan,8989, , , ,392500,50974.02597
